Subject,Predicate,Object
Ticket_1527,SUBMITTED_VIA,email
Ticket_1527,HAS_STATUS,closed
Ticket_1527,IS_TYPE,product inquiry
macbook pro,RAISED,Ticket_1527
Ticket_1528,HAS_PRIORITY,low
Ticket_1528,SUBMITTED_VIA,social media
Ticket_1528,HAS_STATUS,closed
Ticket_1528,IS_TYPE,refund request
amazon echo,RAISED,Ticket_1528
Ticket_1529,HAS_PRIORITY,high
Ticket_1529,SUBMITTED_VIA,chat
Ticket_1529,HAS_STATUS,closed
Ticket_1529,IS_TYPE,refund request
sony xperia,RAISED,Ticket_1529
Ticket_1530,HAS_PRIORITY,low
Ticket_1530,SUBMITTED_VIA,phone
Ticket_1530,HAS_STATUS,closed
Ticket_1530,IS_TYPE,technical issue
fitbit versa smartwatch,RAISED,Ticket_1530
Ticket_1531,HAS_PRIORITY,critical
Ticket_1531,SUBMITTED_VIA,phone
Ticket_1531,HAS_STATUS,open
Ticket_1531,IS_TYPE,cancellation request
iphone,RAISED,Ticket_1531
Ticket_1532,HAS_PRIORITY,low
Ticket_1532,SUBMITTED_VIA,phone
Ticket_1532,HAS_STATUS,open
Ticket_1532,IS_TYPE,billing inquiry
dell xps,RAISED,Ticket_1532
Ticket_1533,HAS_PRIORITY,low
Ticket_1533,SUBMITTED_VIA,email
Ticket_1533,HAS_STATUS,closed
Ticket_1533,IS_TYPE,refund request
google nest,RAISED,Ticket_1533
playstation,HAS_ISSUE,hardware issue
Ticket_1534,HAS_PRIORITY,critical
Ticket_1534,SUBMITTED_VIA,phone
Ticket_1534,HAS_STATUS,pending customer response
Ticket_1534,IS_TYPE,product inquiry
playstation,RAISED,Ticket_1534
Ticket_1535,HAS_PRIORITY,low
Ticket_1535,SUBMITTED_VIA,social media
Ticket_1535,HAS_STATUS,open
Ticket_1535,IS_TYPE,billing inquiry
macbook pro,RAISED,Ticket_1535
Ticket_1536,HAS_PRIORITY,medium
Ticket_1536,SUBMITTED_VIA,email
Ticket_1536,HAS_STATUS,closed
Ticket_1536,IS_TYPE,product inquiry
bose quietcomfort,RAISED,Ticket_1536
Ticket_1537,HAS_PRIORITY,low
Ticket_1537,SUBMITTED_VIA,social media
Ticket_1537,HAS_STATUS,pending customer response
Ticket_1537,IS_TYPE,cancellation request
gopro action camera,RAISED,Ticket_1537
Ticket_1538,HAS_PRIORITY,low
Ticket_1538,SUBMITTED_VIA,social media
Ticket_1538,HAS_STATUS,open
Ticket_1538,IS_TYPE,refund request
microsoft xbox controller,RAISED,Ticket_1538
Ticket_1539,HAS_PRIORITY,low
Ticket_1539,SUBMITTED_VIA,phone
Ticket_1539,HAS_STATUS,open
Ticket_1539,IS_TYPE,product inquiry
lg washing machine,RAISED,Ticket_1539
Ticket_1540,HAS_PRIORITY,high
Ticket_1540,SUBMITTED_VIA,email
Ticket_1540,HAS_STATUS,pending customer response
Ticket_1540,IS_TYPE,technical issue
dell xps,RAISED,Ticket_1540
Ticket_1541,HAS_PRIORITY,medium
Ticket_1541,SUBMITTED_VIA,phone
Ticket_1541,HAS_STATUS,closed
Ticket_1541,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_1541
Ticket_1542,HAS_PRIORITY,critical
Ticket_1542,SUBMITTED_VIA,phone
Ticket_1542,HAS_STATUS,open
Ticket_1542,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_1542
amazon echo,HAS_ISSUE,product recommendation
Ticket_1543,HAS_PRIORITY,high
Ticket_1543,SUBMITTED_VIA,phone
Ticket_1543,HAS_STATUS,open
Ticket_1543,IS_TYPE,billing inquiry
amazon echo,RAISED,Ticket_1543
Ticket_1544,HAS_PRIORITY,medium
Ticket_1544,SUBMITTED_VIA,phone
Ticket_1544,HAS_STATUS,pending customer response
Ticket_1544,IS_TYPE,cancellation request
dell xps,RAISED,Ticket_1544
Ticket_1545,HAS_PRIORITY,critical
Ticket_1545,SUBMITTED_VIA,social media
Ticket_1545,HAS_STATUS,closed
Ticket_1545,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_1545
Ticket_1546,HAS_PRIORITY,critical
Ticket_1546,SUBMITTED_VIA,phone
Ticket_1546,HAS_STATUS,open
Ticket_1546,IS_TYPE,billing inquiry
lg washing machine,RAISED,Ticket_1546
Ticket_1547,HAS_PRIORITY,high
Ticket_1547,SUBMITTED_VIA,chat
Ticket_1547,HAS_STATUS,closed
Ticket_1547,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_1547
Ticket_1548,HAS_PRIORITY,medium
Ticket_1548,SUBMITTED_VIA,email
Ticket_1548,HAS_STATUS,pending customer response
Ticket_1548,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_1548
Ticket_1549,HAS_PRIORITY,critical
Ticket_1549,SUBMITTED_VIA,social media
Ticket_1549,HAS_STATUS,closed
Ticket_1549,IS_TYPE,product inquiry
fitbit versa smartwatch,RAISED,Ticket_1549
Ticket_1550,HAS_PRIORITY,medium
Ticket_1550,SUBMITTED_VIA,social media
Ticket_1550,HAS_STATUS,pending customer response
Ticket_1550,IS_TYPE,product inquiry
lg washing machine,RAISED,Ticket_1550
Ticket_1551,HAS_PRIORITY,medium
Ticket_1551,SUBMITTED_VIA,email
Ticket_1551,HAS_STATUS,pending customer response
Ticket_1551,IS_TYPE,cancellation request
roomba robot vacuum,RAISED,Ticket_1551
Ticket_1552,HAS_PRIORITY,high
Ticket_1552,SUBMITTED_VIA,chat
Ticket_1552,HAS_STATUS,open
Ticket_1552,IS_TYPE,refund request
fitbit charge,RAISED,Ticket_1552
Ticket_1553,HAS_PRIORITY,medium
Ticket_1553,SUBMITTED_VIA,email
Ticket_1553,HAS_STATUS,pending customer response
Ticket_1553,IS_TYPE,product inquiry
apple airpods,RAISED,Ticket_1553
Ticket_1554,HAS_PRIORITY,high
Ticket_1554,SUBMITTED_VIA,email
Ticket_1554,HAS_STATUS,closed
Ticket_1554,IS_TYPE,billing inquiry
microsoft xbox controller,RAISED,Ticket_1554
Ticket_1555,HAS_PRIORITY,high
Ticket_1555,SUBMITTED_VIA,email
Ticket_1555,HAS_STATUS,open
Ticket_1555,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_1555
Ticket_1556,HAS_PRIORITY,high
Ticket_1556,SUBMITTED_VIA,social media
Ticket_1556,HAS_STATUS,open
Ticket_1556,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_1556
Ticket_1557,HAS_PRIORITY,critical
Ticket_1557,SUBMITTED_VIA,social media
Ticket_1557,HAS_STATUS,pending customer response
Ticket_1557,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_1557
Ticket_1558,HAS_PRIORITY,high
Ticket_1558,SUBMITTED_VIA,chat
Ticket_1558,HAS_STATUS,closed
Ticket_1558,IS_TYPE,technical issue
asus rog,RAISED,Ticket_1558
Ticket_1559,HAS_PRIORITY,medium
Ticket_1559,SUBMITTED_VIA,email
Ticket_1559,HAS_STATUS,open
Ticket_1559,IS_TYPE,refund request
apple airpods,RAISED,Ticket_1559
Ticket_1560,HAS_PRIORITY,low
Ticket_1560,SUBMITTED_VIA,phone
Ticket_1560,HAS_STATUS,pending customer response
Ticket_1560,IS_TYPE,technical issue
nest thermostat,RAISED,Ticket_1560
Ticket_1561,HAS_PRIORITY,high
Ticket_1561,SUBMITTED_VIA,phone
Ticket_1561,HAS_STATUS,pending customer response
Ticket_1561,IS_TYPE,product inquiry
amazon kindle,RAISED,Ticket_1561
Ticket_1562,HAS_PRIORITY,high
Ticket_1562,SUBMITTED_VIA,phone
Ticket_1562,HAS_STATUS,pending customer response
Ticket_1562,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_1562
Ticket_1563,HAS_PRIORITY,high
Ticket_1563,SUBMITTED_VIA,email
Ticket_1563,HAS_STATUS,open
Ticket_1563,IS_TYPE,refund request
canon eos,RAISED,Ticket_1563
Ticket_1564,HAS_PRIORITY,high
Ticket_1564,SUBMITTED_VIA,social media
Ticket_1564,HAS_STATUS,closed
Ticket_1564,IS_TYPE,product inquiry
garmin forerunner,RAISED,Ticket_1564
Ticket_1565,HAS_PRIORITY,medium
Ticket_1565,SUBMITTED_VIA,chat
Ticket_1565,HAS_STATUS,open
Ticket_1565,IS_TYPE,technical issue
nest thermostat,RAISED,Ticket_1565
Ticket_1566,HAS_PRIORITY,high
Ticket_1566,SUBMITTED_VIA,chat
Ticket_1566,HAS_STATUS,pending customer response
Ticket_1566,IS_TYPE,billing inquiry
garmin forerunner,RAISED,Ticket_1566
Ticket_1567,HAS_PRIORITY,critical
Ticket_1567,SUBMITTED_VIA,chat
Ticket_1567,HAS_STATUS,pending customer response
Ticket_1567,IS_TYPE,billing inquiry
xbox,RAISED,Ticket_1567
Ticket_1568,HAS_PRIORITY,critical
Ticket_1568,SUBMITTED_VIA,phone
Ticket_1568,HAS_STATUS,open
Ticket_1568,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_1568
Ticket_1569,HAS_PRIORITY,critical
Ticket_1569,SUBMITTED_VIA,social media
Ticket_1569,HAS_STATUS,closed
Ticket_1569,IS_TYPE,technical issue
gopro hero,RAISED,Ticket_1569
Ticket_1570,HAS_PRIORITY,low
Ticket_1570,SUBMITTED_VIA,phone
Ticket_1570,HAS_STATUS,open
Ticket_1570,IS_TYPE,cancellation request
hp pavilion,RAISED,Ticket_1570
Ticket_1571,HAS_PRIORITY,low
Ticket_1571,SUBMITTED_VIA,chat
Ticket_1571,HAS_STATUS,open
Ticket_1571,IS_TYPE,technical issue
dyson vacuum cleaner,RAISED,Ticket_1571
dyson vacuum cleaner,HAS_ISSUE,account access
Ticket_1572,HAS_PRIORITY,high
Ticket_1572,SUBMITTED_VIA,email
Ticket_1572,HAS_STATUS,pending customer response
Ticket_1572,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_1572
Ticket_1573,HAS_PRIORITY,critical
Ticket_1573,SUBMITTED_VIA,email
Ticket_1573,HAS_STATUS,open
Ticket_1573,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_1573
Ticket_1574,HAS_PRIORITY,high
Ticket_1574,SUBMITTED_VIA,social media
Ticket_1574,HAS_STATUS,closed
Ticket_1574,IS_TYPE,billing inquiry
lg washing machine,RAISED,Ticket_1574
Ticket_1575,HAS_PRIORITY,low
Ticket_1575,SUBMITTED_VIA,phone
Ticket_1575,HAS_STATUS,open
Ticket_1575,IS_TYPE,billing inquiry
microsoft surface,RAISED,Ticket_1575
Ticket_1576,HAS_PRIORITY,medium
Ticket_1576,SUBMITTED_VIA,email
Ticket_1576,HAS_STATUS,pending customer response
Ticket_1576,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_1576
Ticket_1577,HAS_PRIORITY,medium
Ticket_1577,SUBMITTED_VIA,phone
Ticket_1577,HAS_STATUS,pending customer response
Ticket_1577,IS_TYPE,billing inquiry
canon dslr camera,RAISED,Ticket_1577
Ticket_1578,HAS_PRIORITY,medium
Ticket_1578,SUBMITTED_VIA,email
Ticket_1578,HAS_STATUS,closed
Ticket_1578,IS_TYPE,technical issue
asus rog,RAISED,Ticket_1578
Ticket_1579,HAS_PRIORITY,low
Ticket_1579,SUBMITTED_VIA,chat
Ticket_1579,HAS_STATUS,pending customer response
Ticket_1579,IS_TYPE,refund request
sony playstation,RAISED,Ticket_1579
Ticket_1580,HAS_PRIORITY,medium
Ticket_1580,SUBMITTED_VIA,email
Ticket_1580,HAS_STATUS,open
Ticket_1580,IS_TYPE,technical issue
lg washing machine,RAISED,Ticket_1580
Ticket_1581,HAS_PRIORITY,medium
Ticket_1581,SUBMITTED_VIA,chat
Ticket_1581,HAS_STATUS,closed
Ticket_1581,IS_TYPE,technical issue
bose quietcomfort,RAISED,Ticket_1581
Ticket_1582,HAS_PRIORITY,high
Ticket_1582,SUBMITTED_VIA,social media
Ticket_1582,HAS_STATUS,open
Ticket_1582,IS_TYPE,billing inquiry
autodesk autocad,RAISED,Ticket_1582
Ticket_1583,HAS_PRIORITY,low
Ticket_1583,SUBMITTED_VIA,phone
Ticket_1583,HAS_STATUS,closed
Ticket_1583,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_1583
Ticket_1584,HAS_PRIORITY,critical
Ticket_1584,SUBMITTED_VIA,email
Ticket_1584,HAS_STATUS,closed
Ticket_1584,IS_TYPE,billing inquiry
adobe photoshop,RAISED,Ticket_1584
Ticket_1585,HAS_PRIORITY,low
Ticket_1585,SUBMITTED_VIA,social media
Ticket_1585,HAS_STATUS,pending customer response
Ticket_1585,IS_TYPE,billing inquiry
nintendo switch pro controller,RAISED,Ticket_1585
microsoft surface,HAS_ISSUE,data loss
Ticket_1586,HAS_PRIORITY,medium
Ticket_1586,SUBMITTED_VIA,phone
Ticket_1586,HAS_STATUS,pending customer response
Ticket_1586,IS_TYPE,refund request
microsoft surface,RAISED,Ticket_1586
Ticket_1587,HAS_PRIORITY,high
Ticket_1587,SUBMITTED_VIA,chat
Ticket_1587,HAS_STATUS,open
Ticket_1587,IS_TYPE,product inquiry
amazon echo,RAISED,Ticket_1587
Ticket_1588,HAS_PRIORITY,low
Ticket_1588,SUBMITTED_VIA,social media
Ticket_1588,HAS_STATUS,open
Ticket_1588,IS_TYPE,product inquiry
gopro action camera,RAISED,Ticket_1588
Ticket_1589,HAS_PRIORITY,low
Ticket_1589,SUBMITTED_VIA,chat
Ticket_1589,HAS_STATUS,closed
Ticket_1589,IS_TYPE,technical issue
sony xperia,RAISED,Ticket_1589
Ticket_1590,HAS_PRIORITY,low
Ticket_1590,SUBMITTED_VIA,social media
Ticket_1590,HAS_STATUS,closed
Ticket_1590,IS_TYPE,cancellation request
nikon d,RAISED,Ticket_1590
Ticket_1591,HAS_PRIORITY,low
Ticket_1591,SUBMITTED_VIA,social media
Ticket_1591,HAS_STATUS,closed
Ticket_1591,IS_TYPE,product inquiry
nintendo switch,RAISED,Ticket_1591
Ticket_1592,HAS_PRIORITY,medium
Ticket_1592,SUBMITTED_VIA,chat
Ticket_1592,HAS_STATUS,open
Ticket_1592,IS_TYPE,product inquiry
lg washing machine,RAISED,Ticket_1592
Ticket_1593,HAS_PRIORITY,critical
Ticket_1593,SUBMITTED_VIA,email
Ticket_1593,HAS_STATUS,pending customer response
Ticket_1593,IS_TYPE,technical issue
canon dslr camera,RAISED,Ticket_1593
Ticket_1594,HAS_PRIORITY,high
Ticket_1594,SUBMITTED_VIA,email
Ticket_1594,HAS_STATUS,closed
Ticket_1594,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_1594
Ticket_1595,HAS_PRIORITY,high
Ticket_1595,SUBMITTED_VIA,chat
Ticket_1595,HAS_STATUS,open
Ticket_1595,IS_TYPE,technical issue
lenovo thinkpad,RAISED,Ticket_1595
Ticket_1596,HAS_PRIORITY,medium
Ticket_1596,SUBMITTED_VIA,chat
Ticket_1596,HAS_STATUS,closed
Ticket_1596,IS_TYPE,product inquiry
bose soundlink speaker,RAISED,Ticket_1596
Ticket_1597,HAS_PRIORITY,high
Ticket_1597,SUBMITTED_VIA,email
Ticket_1597,HAS_STATUS,closed
Ticket_1597,IS_TYPE,technical issue
lg oled,RAISED,Ticket_1597
Ticket_1598,HAS_PRIORITY,low
Ticket_1598,SUBMITTED_VIA,phone
Ticket_1598,HAS_STATUS,open
Ticket_1598,IS_TYPE,technical issue
samsung soundbar,RAISED,Ticket_1598
Ticket_1599,HAS_PRIORITY,high
Ticket_1599,SUBMITTED_VIA,email
Ticket_1599,HAS_STATUS,closed
Ticket_1599,IS_TYPE,billing inquiry
canon dslr camera,RAISED,Ticket_1599
Ticket_1600,HAS_PRIORITY,medium
Ticket_1600,SUBMITTED_VIA,phone
Ticket_1600,HAS_STATUS,open
Ticket_1600,IS_TYPE,refund request
bose soundlink speaker,RAISED,Ticket_1600
Ticket_1601,HAS_PRIORITY,low
Ticket_1601,SUBMITTED_VIA,social media
Ticket_1601,HAS_STATUS,pending customer response
Ticket_1601,IS_TYPE,refund request
gopro hero,RAISED,Ticket_1601
Ticket_1602,HAS_PRIORITY,critical
Ticket_1602,SUBMITTED_VIA,social media
Ticket_1602,HAS_STATUS,closed
Ticket_1602,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_1602
samsung galaxy,HAS_ISSUE,payment issue
Ticket_1603,HAS_PRIORITY,critical
Ticket_1603,SUBMITTED_VIA,social media
Ticket_1603,HAS_STATUS,closed
Ticket_1603,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_1603
Ticket_1604,HAS_PRIORITY,low
Ticket_1604,SUBMITTED_VIA,chat
Ticket_1604,HAS_STATUS,closed
Ticket_1604,IS_TYPE,technical issue
nintendo switch,RAISED,Ticket_1604
Ticket_1605,HAS_PRIORITY,medium
Ticket_1605,SUBMITTED_VIA,chat
Ticket_1605,HAS_STATUS,pending customer response
Ticket_1605,IS_TYPE,billing inquiry
dell xps,RAISED,Ticket_1605
Ticket_1606,HAS_PRIORITY,low
Ticket_1606,SUBMITTED_VIA,phone
Ticket_1606,HAS_STATUS,open
Ticket_1606,IS_TYPE,product inquiry
sony xperia,RAISED,Ticket_1606
Ticket_1607,HAS_PRIORITY,medium
Ticket_1607,SUBMITTED_VIA,email
Ticket_1607,HAS_STATUS,open
Ticket_1607,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_1607
Ticket_1608,HAS_PRIORITY,medium
Ticket_1608,SUBMITTED_VIA,chat
Ticket_1608,HAS_STATUS,pending customer response
Ticket_1608,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_1608
iphone,HAS_ISSUE,data loss
Ticket_1609,HAS_PRIORITY,low
Ticket_1609,SUBMITTED_VIA,email
Ticket_1609,HAS_STATUS,open
Ticket_1609,IS_TYPE,product inquiry
iphone,RAISED,Ticket_1609
google pixel,HAS_ISSUE,product compatibility
Ticket_1610,HAS_PRIORITY,medium
Ticket_1610,SUBMITTED_VIA,social media
Ticket_1610,HAS_STATUS,open
Ticket_1610,IS_TYPE,cancellation request
google pixel,RAISED,Ticket_1610
Ticket_1611,HAS_PRIORITY,medium
Ticket_1611,SUBMITTED_VIA,social media
Ticket_1611,HAS_STATUS,pending customer response
Ticket_1611,IS_TYPE,billing inquiry
canon eos,RAISED,Ticket_1611
Ticket_1612,HAS_PRIORITY,medium
Ticket_1612,SUBMITTED_VIA,social media
Ticket_1612,HAS_STATUS,closed
Ticket_1612,IS_TYPE,cancellation request
microsoft xbox controller,RAISED,Ticket_1612
nintendo switch,HAS_ISSUE,account access
Ticket_1613,HAS_PRIORITY,medium
Ticket_1613,SUBMITTED_VIA,social media
Ticket_1613,HAS_STATUS,closed
Ticket_1613,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_1613
Ticket_1614,HAS_PRIORITY,critical
Ticket_1614,SUBMITTED_VIA,phone
Ticket_1614,HAS_STATUS,closed
Ticket_1614,IS_TYPE,cancellation request
amazon kindle,RAISED,Ticket_1614
Ticket_1615,HAS_PRIORITY,low
Ticket_1615,SUBMITTED_VIA,social media
Ticket_1615,HAS_STATUS,closed
Ticket_1615,IS_TYPE,technical issue
fitbit charge,RAISED,Ticket_1615
nintendo switch,HAS_ISSUE,product setup
Ticket_1616,HAS_PRIORITY,medium
Ticket_1616,SUBMITTED_VIA,chat
Ticket_1616,HAS_STATUS,pending customer response
Ticket_1616,IS_TYPE,technical issue
nintendo switch,RAISED,Ticket_1616
Ticket_1617,HAS_PRIORITY,high
Ticket_1617,SUBMITTED_VIA,email
Ticket_1617,HAS_STATUS,pending customer response
Ticket_1617,IS_TYPE,refund request
sony playstation,RAISED,Ticket_1617
Ticket_1618,HAS_PRIORITY,critical
Ticket_1618,SUBMITTED_VIA,phone
Ticket_1618,HAS_STATUS,closed
Ticket_1618,IS_TYPE,refund request
google pixel,RAISED,Ticket_1618
Ticket_1619,HAS_PRIORITY,critical
Ticket_1619,SUBMITTED_VIA,chat
Ticket_1619,HAS_STATUS,closed
Ticket_1619,IS_TYPE,refund request
dell xps,RAISED,Ticket_1619
Ticket_1620,HAS_PRIORITY,medium
Ticket_1620,SUBMITTED_VIA,chat
Ticket_1620,HAS_STATUS,open
Ticket_1620,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_1620
Ticket_1621,HAS_PRIORITY,critical
Ticket_1621,SUBMITTED_VIA,phone
Ticket_1621,HAS_STATUS,open
Ticket_1621,IS_TYPE,product inquiry
adobe photoshop,RAISED,Ticket_1621
Ticket_1622,HAS_PRIORITY,high
Ticket_1622,SUBMITTED_VIA,social media
Ticket_1622,HAS_STATUS,pending customer response
Ticket_1622,IS_TYPE,billing inquiry
fitbit versa smartwatch,RAISED,Ticket_1622
sony playstation,HAS_ISSUE,peripheral compatibility
Ticket_1623,HAS_PRIORITY,low
Ticket_1623,SUBMITTED_VIA,social media
Ticket_1623,HAS_STATUS,closed
Ticket_1623,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_1623
Ticket_1624,HAS_PRIORITY,high
Ticket_1624,SUBMITTED_VIA,phone
Ticket_1624,HAS_STATUS,closed
Ticket_1624,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_1624
Ticket_1625,HAS_PRIORITY,high
Ticket_1625,SUBMITTED_VIA,chat
Ticket_1625,HAS_STATUS,pending customer response
Ticket_1625,IS_TYPE,product inquiry
nest thermostat,RAISED,Ticket_1625
Ticket_1626,HAS_PRIORITY,medium
Ticket_1626,SUBMITTED_VIA,chat
Ticket_1626,HAS_STATUS,pending customer response
Ticket_1626,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_1626
Ticket_1627,HAS_PRIORITY,critical
Ticket_1627,SUBMITTED_VIA,email
Ticket_1627,HAS_STATUS,open
Ticket_1627,IS_TYPE,technical issue
iphone,RAISED,Ticket_1627
Ticket_1628,HAS_PRIORITY,medium
Ticket_1628,SUBMITTED_VIA,social media
Ticket_1628,HAS_STATUS,pending customer response
Ticket_1628,IS_TYPE,technical issue
sony xperia,RAISED,Ticket_1628
Ticket_1629,HAS_PRIORITY,critical
Ticket_1629,SUBMITTED_VIA,social media
Ticket_1629,HAS_STATUS,closed
Ticket_1629,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_1629
Ticket_1630,HAS_PRIORITY,critical
Ticket_1630,SUBMITTED_VIA,social media
Ticket_1630,HAS_STATUS,closed
Ticket_1630,IS_TYPE,cancellation request
google pixel,RAISED,Ticket_1630
Ticket_1631,HAS_PRIORITY,critical
Ticket_1631,SUBMITTED_VIA,email
Ticket_1631,HAS_STATUS,open
Ticket_1631,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_1631
Ticket_1632,HAS_PRIORITY,low
Ticket_1632,SUBMITTED_VIA,chat
Ticket_1632,HAS_STATUS,open
Ticket_1632,IS_TYPE,refund request
iphone,RAISED,Ticket_1632
Ticket_1633,HAS_PRIORITY,low
Ticket_1633,SUBMITTED_VIA,chat
Ticket_1633,HAS_STATUS,open
Ticket_1633,IS_TYPE,product inquiry
sony playstation,RAISED,Ticket_1633
Ticket_1634,HAS_PRIORITY,high
Ticket_1634,SUBMITTED_VIA,social media
Ticket_1634,HAS_STATUS,open
Ticket_1634,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_1634
Ticket_1635,HAS_PRIORITY,critical
Ticket_1635,SUBMITTED_VIA,email
Ticket_1635,HAS_STATUS,open
Ticket_1635,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_1635
Ticket_1636,HAS_PRIORITY,medium
Ticket_1636,SUBMITTED_VIA,chat
Ticket_1636,HAS_STATUS,pending customer response
Ticket_1636,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_1636
Ticket_1637,HAS_PRIORITY,high
Ticket_1637,SUBMITTED_VIA,social media
Ticket_1637,HAS_STATUS,pending customer response
Ticket_1637,IS_TYPE,technical issue
microsoft xbox controller,RAISED,Ticket_1637
Ticket_1638,HAS_PRIORITY,low
Ticket_1638,SUBMITTED_VIA,social media
Ticket_1638,HAS_STATUS,pending customer response
Ticket_1638,IS_TYPE,technical issue
canon dslr camera,RAISED,Ticket_1638
playstation,HAS_ISSUE,peripheral compatibility
Ticket_1639,HAS_PRIORITY,high
Ticket_1639,SUBMITTED_VIA,email
Ticket_1639,HAS_STATUS,open
Ticket_1639,IS_TYPE,refund request
playstation,RAISED,Ticket_1639
Ticket_1640,HAS_PRIORITY,critical
Ticket_1640,SUBMITTED_VIA,social media
Ticket_1640,HAS_STATUS,open
Ticket_1640,IS_TYPE,cancellation request
adobe photoshop,RAISED,Ticket_1640
Ticket_1641,HAS_PRIORITY,critical
Ticket_1641,SUBMITTED_VIA,phone
Ticket_1641,HAS_STATUS,closed
Ticket_1641,IS_TYPE,refund request
lg oled,RAISED,Ticket_1641
Ticket_1642,HAS_PRIORITY,medium
Ticket_1642,SUBMITTED_VIA,phone
Ticket_1642,HAS_STATUS,pending customer response
Ticket_1642,IS_TYPE,cancellation request
fitbit charge,RAISED,Ticket_1642
Ticket_1643,HAS_PRIORITY,high
Ticket_1643,SUBMITTED_VIA,phone
Ticket_1643,HAS_STATUS,pending customer response
Ticket_1643,IS_TYPE,refund request
bose quietcomfort,RAISED,Ticket_1643
Ticket_1644,HAS_PRIORITY,low
Ticket_1644,SUBMITTED_VIA,chat
Ticket_1644,HAS_STATUS,pending customer response
Ticket_1644,IS_TYPE,refund request
nikon d,RAISED,Ticket_1644
fitbit versa smartwatch,HAS_ISSUE,product setup
Ticket_1645,HAS_PRIORITY,medium
Ticket_1645,SUBMITTED_VIA,email
Ticket_1645,HAS_STATUS,open
Ticket_1645,IS_TYPE,technical issue
fitbit versa smartwatch,RAISED,Ticket_1645
Ticket_1646,HAS_PRIORITY,high
Ticket_1646,SUBMITTED_VIA,chat
Ticket_1646,HAS_STATUS,open
Ticket_1646,IS_TYPE,technical issue
microsoft office,RAISED,Ticket_1646
Ticket_1647,HAS_PRIORITY,low
Ticket_1647,SUBMITTED_VIA,social media
Ticket_1647,HAS_STATUS,open
Ticket_1647,IS_TYPE,cancellation request
dell xps,RAISED,Ticket_1647
Ticket_1648,HAS_PRIORITY,high
Ticket_1648,SUBMITTED_VIA,chat
Ticket_1648,HAS_STATUS,closed
Ticket_1648,IS_TYPE,billing inquiry
canon dslr camera,RAISED,Ticket_1648
Ticket_1649,HAS_PRIORITY,critical
Ticket_1649,SUBMITTED_VIA,email
Ticket_1649,HAS_STATUS,pending customer response
Ticket_1649,IS_TYPE,billing inquiry
nintendo switch,RAISED,Ticket_1649
Ticket_1650,HAS_PRIORITY,critical
Ticket_1650,SUBMITTED_VIA,chat
Ticket_1650,HAS_STATUS,closed
Ticket_1650,IS_TYPE,refund request
samsung galaxy,RAISED,Ticket_1650
Ticket_1651,HAS_PRIORITY,high
Ticket_1651,SUBMITTED_VIA,social media
Ticket_1651,HAS_STATUS,pending customer response
Ticket_1651,IS_TYPE,cancellation request
microsoft surface,RAISED,Ticket_1651
Ticket_1652,HAS_PRIORITY,low
Ticket_1652,SUBMITTED_VIA,social media
Ticket_1652,HAS_STATUS,closed
Ticket_1652,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_1652
Ticket_1653,HAS_PRIORITY,low
Ticket_1653,SUBMITTED_VIA,email
Ticket_1653,HAS_STATUS,closed
Ticket_1653,IS_TYPE,product inquiry
dyson vacuum cleaner,RAISED,Ticket_1653
